trade_id,timestamp_entry,timestamp_exit,date,month,symbol,playbook,direction,trade_type,quality,entry_price,exit_price,stop_loss,take_profit_1,position_size,duration_minutes,risk_pct,pnl_dollars,risk_dollars,r_multiple,risk_tier,pnl_R_account,cumulative_R,outcome,exit_reason,session_label,killzone_label,match_score,match_grade,grade_thresholds,score_scale_hint,mc_high,mc_low,mc_range,mc_breakout_dir,mc_window_minutes,mc_session_date,peak_r,mae_r
d5143c64-0bc9-45d7-bcb0-319c8fecb922,2025-10-06 13:44:00+00:00,2025-10-06 14:14:00+00:00,2025-10-06,2025-10,SPY,Liquidity_Sweep_Scalp,LONG,SCALP,B,670.32,670.3,666.9684000000001,675.3474,74.0,30.0,0.02,-63.26000000000707,2000.0,-0.03163000000000354,2,-0.06326000000000707,-0.06326000000000707,loss,time_stop,ny,ny_open,0.5449999999999999,B,"{'A_plus': 0.75, 'A': 0.6, 'B': 0.45}",0-1,671.65,670.06,1.5900000000000318,NONE,15.0,2025-10-06,0.1551497792099259,-0.25808569041652313
872c7a72-a6c1-40a2-9db3-1588047ed08e,2025-10-06 14:29:00+00:00,2025-10-06 14:59:00+00:00,2025-10-06,2025-10,SPY,Liquidity_Sweep_Scalp,SHORT,SCALP,B,670.515,670.7601,671.85603,668.5034549999999,74.0,30.0,0.02,-79.94739999999848,1000.0,-0.07994739999999848,2,-0.07994739999999848,-0.14320740000000554,loss,time_stop,ny,ny_open,0.5975,B,"{'A_plus': 0.75, 'A': 0.6, 'B': 0.45}",0-1,671.65,670.06,1.5900000000000318,SHORT,15.0,2025-10-06,0.275907324966624,-0.2535364607801616
ef15001b-03c5-49e5-b43b-5936ff8e187f,2025-10-06 13:34:00+00:00,2025-10-06 15:04:00+00:00,2025-10-06,2025-10,SPY,Morning_Trap_Reversal,SHORT,DAILY,A,671.0,671.0,672.342,666.974,111.0,90.0,0.02,-91.78,2000.0,-0.04589,2,-0.09178,-0.23498740000000554,loss,SL,ny,ny_open,0.71,A,"{'A_plus': 0.8, 'A': 0.65, 'B': 0.5}",0-1,,,,,,,1.151266766020847,-0.2086438152011743
cc52564f-bce6-419f-bc4e-cd7f02fefc06,2025-10-06 14:49:00+00:00,2025-10-06 15:19:00+00:00,2025-10-06,2025-10,SPY,Liquidity_Sweep_Scalp,LONG,SCALP,C,670.79,671.09,657.3742,690.9137,74.0,30.0,0.02,-39.639999999994956,1000.0,-0.03963999999999496,2,-0.03963999999999496,-0.2746274000000005,loss,time_stop,ny,ny_open,0.36,C,"{'A_plus': 0.75, 'A': 0.6, 'B': 0.45}",0-1,671.65,670.06,1.5900000000000318,SHORT,15.0,2025-10-06,0.02907020080800151,-0.02459786222215056
a3ee1761-0e62-4029-bfbc-86e63dfd57c1,2025-10-06 13:34:00+00:00,2025-10-06 15:34:00+00:00,2025-10-06,2025-10,QQQ,Engulfing_Bar_V056,LONG,SCALP,A+,607.19,607.445,602.8003100000001,615.96938,164.0,120.0,0.02,-80.23000000000076,2000.0,-0.04011500000000038,2,-0.08023000000000076,-0.35485740000000127,loss,time_stop,ny,ny_open,1.0,A+,"{'A_plus': 0.5, 'A': 0.01, 'B': 0.0}",0-1,,,,,,,0.17085488952522948,-0.2779239536277128
6cfcb46b-0965-46db-b316-e11b43e30ca3,2025-10-06 13:35:00+00:00,2025-10-06 15:35:00+00:00,2025-10-06,2025-10,SPY,BOS_Scalp_1m,LONG,SCALP,A+,670.8,671.295,657.3839999999999,690.924,149.0,120.0,0.02,-48.74499999999932,2000.0,-0.024372499999999662,2,-0.048744999999999324,-0.4036024000000006,loss,time_stop,ny,ny_open,0.6400834036181228,A+,"{'A_plus': 0.5, 'A': 0.01, 'B': 0.0}",0-1,,,,,,,0.04285927251043852,-0.10025342874179399
6b3dde01-0034-45df-9239-d700cc91c78a,2025-10-06 13:35:00+00:00,2025-10-06 15:35:00+00:00,2025-10-06,2025-10,QQQ,BOS_Scalp_1m,LONG,SCALP,A+,607.33,607.45,602.80017,614.1247450000001,164.0,120.0,0.02,-102.37999999999926,2000.0,-0.05118999999999963,2,-0.10237999999999926,-0.5059823999999998,loss,time_stop,ny,ny_open,0.5673646656226078,A+,"{'A_plus': 0.5, 'A': 0.01, 'B': 0.0}",0-1,,,,,,,0.13466289021883943,-0.30023201753708095
e48b9b2d-a591-4433-805f-9b965624a7c0,2025-10-06 13:39:00+00:00,2025-10-06 15:39:00+00:00,2025-10-06,2025-10,QQQ,Engulfing_Bar_V056,LONG,SCALP,A+,607.19,607.45,602.8003100000001,615.96938,164.0,120.0,0.02,-79.4100000000015,2000.0,-0.039705000000000754,2,-0.07941000000000151,-0.5853924000000014,loss,time_stop,ny,ny_open,1.0,A+,"{'A_plus': 0.5, 'A': 0.01, 'B': 0.0}",0-1,,,,,,,0.12301552045815693,-0.2779239536277128
af1c566f-ed58-480f-a757-14eb2e879163,2025-10-06 13:40:00+00:00,2025-10-06 15:40:00+00:00,2025-10-06,2025-10,QQQ,BOS_Scalp_1m,LONG,SCALP,A,607.41,607.45,602.8000900000001,614.3248649999998,123.0,120.0,0.02,-87.1399999999905,2000.0,-0.043569999999995244,2,-0.08713999999999049,-0.6725323999999918,loss,time_stop,ny,ny_open,0.4979947229088256,A,"{'A_plus': 0.5, 'A': 0.01, 'B': 0.0}",0-1,,,,,,,0.06941567188948526,-0.312370523502622
856ac9ee-d2c2-4b39-ab08-a4c8a7a6ea0a,2025-10-06 14:44:00+00:00,2025-10-06 15:57:00+00:00,2025-10-06,2025-10,SPY,Morning_Trap_Reversal,SHORT,DAILY,C,670.51,671.85102,671.85102,666.4869400000001,74.0,73.0,0.02,-161.09547999999688,1000.0,-0.16109547999999688,2,-0.16109547999999688,-0.8336278799999887,loss,SL,ny,ny_open,0.425,C,"{'A_plus': 0.8, 'A': 0.65, 'B': 0.5}",0-1,671.65,670.06,1.5900000000000318,SHORT,15.0,2025-10-06,0.126769175702051,-1.0029678901135477
b074f0ca-2559-49c3-a1e6-c843e240fa03,2025-10-07 13:59:00+00:00,2025-10-07 14:29:00+00:00,2025-10-07,2025-10,QQQ,Liquidity_Sweep_Scalp,LONG,SCALP,A+,609.16,608.475,607.39084,611.8137399999998,161.0,30.0,0.02,-230.43499999999122,1000.0,-0.23043499999999123,2,-0.23043499999999123,-1.0640628799999798,loss,time_stop,ny,ny_open,0.79,A+,"{'A_plus': 0.75, 'A': 0.6, 'B': 0.45}",0-1,609.69,608.58,1.1100000000000136,NONE,15.0,2025-10-07,0.21479120034367033,-0.46349680074157396
3e022582-921b-4399-acfd-842d7fc1a141,2025-10-07 14:04:00+00:00,2025-10-07 14:34:00+00:00,2025-10-07,2025-10,QQQ,Liquidity_Sweep_Scalp,LONG,SCALP,A+,608.63,608.71,607.39137,610.4879449999999,161.0,30.0,0.02,-107.22999999999342,1000.0,-0.10722999999999343,2,-0.10722999999999343,-1.1712928799999733,loss,time_stop,ny,ny_open,0.79,A+,"{'A_plus': 0.75, 'A': 0.6, 'B': 0.45}",0-1,609.69,608.58,1.1100000000000136,NONE,15.0,2025-10-07,0.7346826735990647,-0.23412964323484559
76f41dc7-ebb0-4c11-9bc9-65ca41a3bb44,2025-10-07 14:09:00+00:00,2025-10-07 14:39:00+00:00,2025-10-07,2025-10,QQQ,Liquidity_Sweep_Scalp,LONG,SCALP,A+,609.2509,608.1101,607.3907491,612.04112635,161.0,30.0,0.02,-303.7788000000021,1000.0,-0.30377880000000207,2,-0.30377880000000207,-1.4750716799999755,loss,time_stop,ny,ny_open,0.79,A+,"{'A_plus': 0.75, 'A': 0.6, 'B': 0.45}",0-1,609.69,608.58,1.1100000000000136,NONE,15.0,2025-10-07,0.15541749865559884,-0.7477350359048731
11fa7efe-faea-4983-ad13-ba6e45b9316e,2025-10-07 14:03:00+00:00,2025-10-07 15:03:00+00:00,2025-10-07,2025-10,QQQ,BOS_Scalp_1m,LONG,SCALP,A+,608.76,607.39124,607.39124,610.81314,161.0,60.0,0.02,-340.3703599999923,1000.0,-0.34037035999999227,2,-0.34037035999999227,-1.8154420399999678,loss,SL,ny,ny_open,0.6064050978009043,A+,"{'A_plus': 0.5, 'A': 0.01, 'B': 0.0}",0-1,609.69,608.58,1.1100000000000136,NONE,15.0,2025-10-07,0.5698588503462989,-1.2127765276600913
6abe3de6-4541-48fe-8fcb-240e31f5b33e,2025-10-07 14:27:00+00:00,2025-10-07 15:03:00+00:00,2025-10-07,2025-10,QQQ,BOS_Scalp_1m,LONG,SCALP,A+,608.41,607.19318,607.19318,610.23523,161.0,36.0,0.02,-315.8680199999975,1000.0,-0.3158680199999975,2,-0.3158680199999975,-2.131310059999965,loss,SL,ny,ny_open,0.6654371405094524,A+,"{'A_plus': 0.5, 'A': 0.01, 'B': 0.0}",0-1,609.69,608.58,1.1100000000000136,SHORT,15.0,2025-10-07,0.4026889761838361,-1.0765766506138643
6d65a065-1421-47af-89b7-8f4d44ebca74,2025-10-07 14:35:00+00:00,2025-10-07 15:07:00+00:00,2025-10-07,2025-10,QQQ,BOS_Scalp_1m,LONG,SCALP,A+,608.24,605.1988,605.1988,612.8018,160.0,32.0,0.02,-605.6020000000005,1000.0,-0.6056020000000005,2,-0.6056020000000005,-2.7369120599999657,loss,SL,ny,ny_open,0.689423910503336,A+,"{'A_plus': 0.5, 'A': 0.01, 'B': 0.0}",0-1,609.69,608.58,1.1100000000000136,SHORT,15.0,2025-10-07,0.15783243456530896,-1.037419439694847
35496762-f228-4126-bb48-8a1ce9ba0ff4,2025-10-07 15:59:00+00:00,2025-10-07 17:59:00+00:00,2025-10-07,2025-10,QQQ,Engulfing_Bar_V056,LONG,SCALP,A+,604.14,603.79,602.42586,607.5682800000001,156.0,120.0,0.02,-170.16000000000355,1000.0,-0.17016000000000356,2,-0.17016000000000356,-2.9070720599999693,loss,time_stop,ny,none,1.0,A+,"{'A_plus': 0.5, 'A': 0.01, 'B': 0.0}",0-1,609.69,608.58,1.1100000000000136,SHORT,15.0,2025-10-07,0.8692405521135798,-0.4550386782876271
4fd7d1bc-d424-46a8-a816-1c74f92eb9c3,2025-10-07 15:59:00+00:00,2025-10-07 17:59:00+00:00,2025-10-07,2025-10,SPY,Engulfing_Bar_V056,LONG,SCALP,A+,668.25,668.33,666.9135,670.923,141.0,120.0,0.02,-104.28999999999422,1000.0,-0.10428999999999422,2,-0.10428999999999422,-3.0113620599999633,loss,time_stop,ny,none,1.0,A+,"{'A_plus': 0.5, 'A': 0.01, 'B': 0.0}",0-1,672.99,672.2,0.7899999999999636,SHORT,15.0,2025-10-07,0.9652076318742706,-0.4339693228582421
