trade_id,timestamp_entry,timestamp_exit,date,month,symbol,playbook,direction,trade_type,quality,entry_price,exit_price,stop_loss,take_profit_1,position_size,duration_minutes,risk_pct,pnl_dollars,risk_dollars,r_multiple,risk_tier,pnl_R_account,cumulative_R,outcome,exit_reason,session_label,killzone_label
ebd7d644-986d-4e46-9b75-5367c119ed1c,2025-08-04 14:09:00+00:00,2025-08-04 16:09:00+00:00,2025-08-04,2025-08,SPY,Liquidity_Sweep_Scalp,SHORT,SCALP,C,628.495,629.825,631.6374749999999,623.7812875000002,79.0,120.0,0.02,-167.00000000000324,2000.0,-0.08350000000000161,2,-0.16700000000000323,-0.16700000000000323,loss,time_stop,ny,ny_open
a4b74cf5-b5b7-4733-b96e-fa084c65ae16,2025-08-04 14:14:00+00:00,2025-08-04 16:14:00+00:00,2025-08-04,2025-08,SPY,Liquidity_Sweep_Scalp,SHORT,SCALP,C,629.06,629.75,632.2052999999999,624.3420500000001,79.0,120.0,0.02,-116.46000000000431,2000.0,-0.058230000000002155,2,-0.11646000000000431,-0.28346000000000754,loss,time_stop,ny,ny_open
1d4b611a-4127-49af-827a-73a0162e4d4a,2025-08-04 14:19:00+00:00,2025-08-04 16:19:00+00:00,2025-08-04,2025-08,SPY,Liquidity_Sweep_Scalp,SHORT,SCALP,C,629.055,629.9707,632.2002749999999,624.3370875,79.0,120.0,0.02,-134.2903000000012,2000.0,-0.0671451500000006,2,-0.1342903000000012,-0.41775030000000873,loss,time_stop,ny,ny_open
e866de43-7d56-4997-8d76-87a606c89486,2025-08-04 14:24:00+00:00,2025-08-04 16:24:00+00:00,2025-08-04,2025-08,SPY,Liquidity_Sweep_Scalp,SHORT,SCALP,C,629.115,629.87,632.2605749999999,624.3966375000002,79.0,120.0,0.02,-121.59499999999964,2000.0,-0.060797499999999824,2,-0.12159499999999965,-0.5393453000000084,loss,time_stop,ny,ny_open
10bac3d3-f920-4bc1-842a-1f63565c0b33,2025-08-04 14:29:00+00:00,2025-08-04 16:29:00+00:00,2025-08-04,2025-08,SPY,Liquidity_Sweep_Scalp,SHORT,SCALP,C,629.4,629.72,632.5469999999999,624.6795000000001,79.0,120.0,0.02,-87.22000000000395,2000.0,-0.043610000000001974,2,-0.08722000000000395,-0.6265653000000123,loss,time_stop,ny,ny_open
682c3445-6d75-4ebc-a842-44fddfec4ab6,2025-08-04 14:34:00+00:00,2025-08-04 16:34:00+00:00,2025-08-04,2025-08,SPY,Liquidity_Sweep_Scalp,LONG,SCALP,C,629.12,629.96,625.9744,633.8384000000001,79.0,120.0,0.02,4.410000000002512,2000.0,0.002205000000001256,2,0.004410000000002512,-0.6221553000000098,win,time_stop,ny,ny_open
f55e8f82-dae9-431a-862a-907f5e246865,2025-08-04 14:39:00+00:00,2025-08-04 16:39:00+00:00,2025-08-04,2025-08,SPY,Liquidity_Sweep_Scalp,LONG,SCALP,C,629.26,629.92,626.1137,633.97945,79.0,120.0,0.02,-9.820000000002509,2000.0,-0.0049100000000012545,2,-0.009820000000002509,-0.6319753000000123,loss,time_stop,ny,ny_open
14c57b43-43f3-46bd-b080-fbddde345199,2025-08-04 14:44:00+00:00,2025-08-04 16:44:00+00:00,2025-08-04,2025-08,SPY,Liquidity_Sweep_Scalp,LONG,SCALP,C,628.7,629.94,625.5565,633.41525,79.0,120.0,0.02,36.030000000000726,2000.0,0.018015000000000364,2,0.03603000000000073,-0.5959453000000117,win,time_stop,ny,ny_open
bcb94473-dfac-412b-a175-e6e950ee7890,2025-08-04 14:49:00+00:00,2025-08-04 16:49:00+00:00,2025-08-04,2025-08,SPY,Liquidity_Sweep_Scalp,LONG,SCALP,C,629.52,630.16,626.3724,634.2414,79.0,120.0,0.02,-11.420000000001082,2000.0,-0.005710000000000541,2,-0.011420000000001082,-0.6073653000000128,loss,time_stop,ny,ny_open
195e9835-c52a-4a6b-95d5-d8e3d730affc,2025-08-04 14:54:00+00:00,2025-08-04 16:54:00+00:00,2025-08-04,2025-08,SPY,Liquidity_Sweep_Scalp,LONG,SCALP,C,628.89,630.42,625.74555,633.606675,79.0,120.0,0.02,58.90999999999785,2000.0,0.029454999999998926,2,0.05890999999999785,-0.548455300000015,win,time_stop,ny,ny_open
