trade_id,timestamp_entry,timestamp_exit,date,month,symbol,playbook,direction,trade_type,quality,entry_price,exit_price,stop_loss,take_profit_1,position_size,duration_minutes,risk_pct,pnl_dollars,risk_dollars,r_multiple,risk_tier,pnl_R_account,cumulative_R,outcome,exit_reason,session_label,killzone_label
39bfaf60-bf04-4425-99f5-23bff638953f,2025-08-04 14:09:00+00:00,2025-08-04 16:09:00+00:00,2025-08-04,2025-08,SPY,Liquidity_Sweep_Scalp,SHORT,SCALP,C,628.495,629.825,631.6374749999999,623.7812875000002,79.0,120.0,0.02,-167.00000000000324,2000.0,-0.08350000000000161,2,-0.16700000000000323,-0.16700000000000323,loss,time_stop,ny,ny_open
a0f7bbf2-7f4b-4e91-b8b5-4faac1138823,2025-08-04 14:14:00+00:00,2025-08-04 16:14:00+00:00,2025-08-04,2025-08,SPY,Liquidity_Sweep_Scalp,SHORT,SCALP,C,629.06,629.75,632.2052999999999,624.3420500000001,79.0,120.0,0.02,-116.46000000000431,2000.0,-0.058230000000002155,2,-0.11646000000000431,-0.28346000000000754,loss,time_stop,ny,ny_open
e764bcd8-af39-4c6e-be7c-3c564d9fa2ab,2025-08-04 14:19:00+00:00,2025-08-04 16:19:00+00:00,2025-08-04,2025-08,SPY,Liquidity_Sweep_Scalp,SHORT,SCALP,C,629.055,629.9707,632.2002749999999,624.3370875,79.0,120.0,0.02,-134.2903000000012,2000.0,-0.0671451500000006,2,-0.1342903000000012,-0.41775030000000873,loss,time_stop,ny,ny_open
ac3da33b-e6b7-40d2-a4e1-8b725adf0a0f,2025-08-04 14:24:00+00:00,2025-08-04 16:24:00+00:00,2025-08-04,2025-08,SPY,Liquidity_Sweep_Scalp,SHORT,SCALP,C,629.115,629.87,632.2605749999999,624.3966375000002,79.0,120.0,0.02,-121.59499999999964,2000.0,-0.060797499999999824,2,-0.12159499999999965,-0.5393453000000084,loss,time_stop,ny,ny_open
29707cbb-51c2-41cc-a46c-b1d8f291bb99,2025-08-04 14:29:00+00:00,2025-08-04 16:29:00+00:00,2025-08-04,2025-08,SPY,Liquidity_Sweep_Scalp,SHORT,SCALP,C,629.4,629.72,632.5469999999999,624.6795000000001,79.0,120.0,0.02,-87.22000000000395,2000.0,-0.043610000000001974,2,-0.08722000000000395,-0.6265653000000123,loss,time_stop,ny,ny_open
a2b59cbc-65ac-4f62-af3e-aac87002beef,2025-08-04 14:34:00+00:00,2025-08-04 16:34:00+00:00,2025-08-04,2025-08,SPY,Liquidity_Sweep_Scalp,LONG,SCALP,C,629.12,629.96,625.9744,633.8384000000001,79.0,120.0,0.02,4.410000000002512,2000.0,0.002205000000001256,2,0.004410000000002512,-0.6221553000000098,win,time_stop,ny,ny_open
60797d86-6678-4233-a7d3-a5b724d6cd0c,2025-08-04 14:39:00+00:00,2025-08-04 16:39:00+00:00,2025-08-04,2025-08,SPY,Liquidity_Sweep_Scalp,LONG,SCALP,C,629.26,629.92,626.1137,633.97945,79.0,120.0,0.02,-9.820000000002509,2000.0,-0.0049100000000012545,2,-0.009820000000002509,-0.6319753000000123,loss,time_stop,ny,ny_open
f3ceca43-a790-4ac9-817d-94c815c401db,2025-08-04 14:44:00+00:00,2025-08-04 16:44:00+00:00,2025-08-04,2025-08,SPY,Liquidity_Sweep_Scalp,LONG,SCALP,C,628.7,629.94,625.5565,633.41525,79.0,120.0,0.02,36.030000000000726,2000.0,0.018015000000000364,2,0.03603000000000073,-0.5959453000000117,win,time_stop,ny,ny_open
71f2a947-7e3e-4183-a83c-5a51fbb86204,2025-08-04 14:49:00+00:00,2025-08-04 16:49:00+00:00,2025-08-04,2025-08,SPY,Liquidity_Sweep_Scalp,LONG,SCALP,C,629.52,630.16,626.3724,634.2414,79.0,120.0,0.02,-11.420000000001082,2000.0,-0.005710000000000541,2,-0.011420000000001082,-0.6073653000000128,loss,time_stop,ny,ny_open
4ec45219-948f-48f5-bfb4-d6622dd6ed41,2025-08-04 14:54:00+00:00,2025-08-04 16:54:00+00:00,2025-08-04,2025-08,SPY,Liquidity_Sweep_Scalp,LONG,SCALP,C,628.89,630.42,625.74555,633.606675,79.0,120.0,0.02,58.90999999999785,2000.0,0.029454999999998926,2,0.05890999999999785,-0.548455300000015,win,time_stop,ny,ny_open
