trade_id,timestamp_entry,timestamp_exit,date,month,symbol,playbook,direction,trade_type,quality,entry_price,exit_price,stop_loss,take_profit_1,position_size,duration_minutes,risk_pct,pnl_dollars,risk_dollars,r_multiple,risk_tier,pnl_R_account,cumulative_R,outcome,exit_reason,session_label,killzone_label,match_score,match_grade,grade_thresholds,score_scale_hint,mc_high,mc_low,mc_range,mc_breakout_dir,mc_window_minutes,mc_session_date
d002b57c-47b6-4244-90ac-ac439e1f2936,2025-10-06 13:31:00+00:00,2025-10-06 15:00:00+00:00,2025-10-06,2025-10,SPY,News_Fade,SHORT,DAILY,A,671.28,670.85,674.6363999999999,661.2108000000003,223.0,89.0,0.02,-86.71000000001112,4000.0,-0.02167750000000278,2,-0.04335500000000556,-0.04335500000000556,loss,session_end,ny,ny_open,0.78,A,"{'A_plus': 0.85, 'A': 0.75, 'B': 0.65}",0-1,,,,,,
17a15a2e-9e7c-4187-ba1d-7e816aa06c4f,2025-10-06 13:34:00+00:00,2025-10-06 15:34:00+00:00,2025-10-06,2025-10,SPY,Engulfing_Bar_V056,LONG,SCALP,A+,671.0,671.34,668.1189999999999,676.7620000000002,298.0,120.0,0.02,-142.73999999999052,4000.0,-0.03568499999999763,2,-0.07136999999999526,-0.11472500000000083,loss,time_stop,ny,ny_open,1.0,A+,"{'A_plus': 0.5, 'A': 0.01, 'B': 0.0}",0-1,,,,,,
ddbf4fe4-7102-4757-8c38-baa8363d8836,2025-10-06 13:35:00+00:00,2025-10-06 15:35:00+00:00,2025-10-06,2025-10,SPY,FVG_Scalp_1m,LONG,SCALP,A+,670.8,671.305,668.1192,674.8211999999999,298.0,120.0,0.02,-93.51000000000136,4000.0,-0.02337750000000034,2,-0.04675500000000068,-0.1614800000000015,loss,time_stop,ny,ny_open,0.7317775924050318,A+,"{'A_plus': 0.5, 'A': 0.01, 'B': 0.0}",0-1,,,,,,
7d360c77-7c56-4aab-89c5-d767b73858c4,2025-10-06 13:39:00+00:00,2025-10-06 15:39:00+00:00,2025-10-06,2025-10,SPY,Engulfing_Bar_V056,LONG,SCALP,A+,670.73,671.23,668.14927,675.89146,298.0,120.0,0.02,-94.97999999999999,4000.0,-0.023745,2,-0.04749,-0.20897000000000152,loss,time_stop,ny,ny_open,1.0,A+,"{'A_plus': 0.5, 'A': 0.01, 'B': 0.0}",0-1,,,,,,
d0f0ebe5-adf0-4107-809f-466ad994afdf,2025-10-06 13:42:00+00:00,2025-10-06 15:42:00+00:00,2025-10-06,2025-10,SPY,FVG_Scalp_1m,LONG,SCALP,A+,670.545,671.35,668.1494550000001,674.1383174999997,298.0,120.0,0.02,-4.079999999981027,4000.0,-0.0010199999999952567,2,-0.0020399999999905134,-0.21100999999999204,loss,time_stop,ny,ny_open,0.7431716812867013,A+,"{'A_plus': 0.5, 'A': 0.01, 'B': 0.0}",0-1,,,,,,
92bd93b8-c438-4c83-a355-ca58326c2fe0,2025-10-06 13:47:00+00:00,2025-10-06 15:47:00+00:00,2025-10-06,2025-10,SPY,FVG_Scalp_1m,LONG,SCALP,A+,670.6,671.67,668.1494,674.2759000000001,298.0,120.0,0.02,74.81999999998104,4000.0,0.01870499999999526,2,0.03740999999999052,-0.17360000000000153,win,time_stop,ny,ny_open,0.7407133997641502,A+,"{'A_plus': 0.5, 'A': 0.01, 'B': 0.0}",0-1,671.63,670.06,1.57000000000005,NONE,15.0,2025-10-06
f37255cd-3ff3-48e5-916d-9bec305e4f62,2025-10-06 14:01:00+00:00,2025-10-06 15:47:00+00:00,2025-10-06,2025-10,SPY,BOS_Scalp_1m,LONG,SCALP,A+,669.59,671.5987700000001,668.25082,671.5987700000001,298.0,106.0,0.02,354.773460000008,4000.0,0.08869336500000201,2,0.17738673000000402,0.003786730000002486,win,TP1,ny,ny_open,0.6445738900166077,A+,"{'A_plus': 0.5, 'A': 0.01, 'B': 0.0}",0-1,671.63,670.06,1.57000000000005,SHORT,15.0,2025-10-06
3c3469fc-4d4e-4513-aaff-3e8e2cd32afc,2025-10-06 14:12:00+00:00,2025-10-06 16:12:00+00:00,2025-10-06,2025-10,SPY,BOS_Scalp_1m,LONG,SCALP,A+,670.2,671.315,668.5298,672.7053000000001,298.0,120.0,0.02,88.36000000000271,4000.0,0.02209000000000068,2,0.04418000000000136,0.04796673000000384,win,time_stop,ny,ny_open,0.6677082256485769,A+,"{'A_plus': 0.5, 'A': 0.01, 'B': 0.0}",0-1,671.63,670.06,1.57000000000005,SHORT,15.0,2025-10-06
25508932-c81a-491c-81a9-56eb5e0a107a,2025-10-06 14:17:00+00:00,2025-10-06 16:17:00+00:00,2025-10-06,2025-10,SPY,BOS_Scalp_1m,LONG,SCALP,A+,670.36,671.535,668.5296400000001,673.1055399999999,298.0,120.0,0.02,106.17999999998645,4000.0,0.026544999999996613,2,0.053089999999993226,0.10105672999999707,win,time_stop,ny,ny_open,0.5925861498309977,A+,"{'A_plus': 0.5, 'A': 0.01, 'B': 0.0}",0-1,671.63,670.06,1.57000000000005,SHORT,15.0,2025-10-06
e59421d1-15c5-4b9f-bdb3-4888e405be3f,2025-10-06 14:39:00+00:00,2025-10-06 16:39:00+00:00,2025-10-06,2025-10,SPY,FVG_Fill_V065,LONG,SCALP,A+,670.8,671.55,668.5292000000001,675.3415999999997,298.0,120.0,0.02,-20.55000000000001,4000.0,-0.005137500000000003,2,-0.010275000000000006,0.09078172999999706,loss,time_stop,ny,ny_open,0.5502858654879429,A+,"{'A_plus': 0.5, 'A': 0.01, 'B': 0.0}",0-1,671.63,670.06,1.57000000000005,SHORT,15.0,2025-10-06
