trade_id,timestamp_entry,timestamp_exit,date,month,symbol,playbook,direction,trade_type,quality,entry_price,exit_price,stop_loss,take_profit_1,position_size,duration_minutes,risk_pct,pnl_dollars,risk_dollars,r_multiple,risk_tier,pnl_R_account,cumulative_R,outcome,exit_reason,session_label,killzone_label,match_score,match_grade,grade_thresholds,score_scale_hint,mc_high,mc_low,mc_range,mc_breakout_dir,mc_window_minutes,mc_session_date,peak_r,mae_r,tp_reason,structure_alignment_tf,structure_alignment_last_pivot_type
dc6b97ba-b11e-48dc-86b1-40e6744666ac,2025-10-06 13:34:00+00:00,2025-10-06 15:34:00+00:00,2025-10-06,2025-10,QQQ,Engulfing_Bar_V056,LONG,SCALP,A+,607.19,607.445,602.5928100000001,610.3160892000001,164.0,120.0,0.02,-80.23000000000076,2000.0,-0.04011500000000038,2,-0.08023000000000076,-0.08023000000000076,loss,time_stop,ny,ny_open,1.0,A+,"{'A_plus': 0.5, 'A': 0.01, 'B': 0.0}",0-1,,,,,,,0.1631431374383063,-0.2653795035663175,fixed_rr,,
f7d6b7b4-43d1-4053-9a35-c7f598c1c2b2,2025-10-06 13:34:00+00:00,2025-10-06 15:34:00+00:00,2025-10-06,2025-10,SPY,Engulfing_Bar_V056,LONG,SCALP,B,671.0,671.345,657.58,680.1256,74.0,120.0,0.02,-36.33999999999798,2000.0,-0.01816999999999899,2,-0.03633999999999798,-0.11656999999999873,loss,time_stop,ny,ny_open,0.0,B,"{'A_plus': 0.5, 'A': 0.01, 'B': 0.0}",0-1,,,,,,,0.027943368107302618,-0.11512667660208374,fixed_rr,,
89600a7c-602d-4bf9-9472-24b1996cc8be,2025-10-07 15:59:00+00:00,2025-10-07 16:34:00+00:00,2025-10-07,2025-10,SPY,Engulfing_Bar_V056,LONG,SCALP,A+,668.25,669.15882,666.9135,669.15882,149.0,35.0,0.02,13.324179999998734,1000.0,0.013324179999998733,2,0.013324179999998733,-0.10324582,win,TP1,ny,none,1.0,A+,"{'A_plus': 0.5, 'A': 0.01, 'B': 0.0}",0-1,672.99,672.2,0.7899999999999636,SHORT,15.0,2025-10-07,0.7145529367751892,-0.4339693228582421,fixed_rr,,
bcf37de6-9640-4a88-9be5-361653e8b154,2025-10-07 15:59:00+00:00,2025-10-07 16:37:00+00:00,2025-10-07,2025-10,QQQ,Engulfing_Bar_V056,LONG,SCALP,A+,604.14,605.3056152,602.42586,605.3056152,165.0,38.0,0.02,70.05650800000782,1000.0,0.07005650800000783,2,0.07005650800000783,-0.03318931199999217,win,TP1,ny,none,1.0,A+,"{'A_plus': 0.5, 'A': 0.01, 'B': 0.0}",0-1,609.69,608.58,1.1100000000000136,SHORT,15.0,2025-10-07,0.8254868330474338,-0.4550386782876271,fixed_rr,,
b1bfe761-51a5-4060-9b02-38df9577a416,2025-10-08 13:34:00+00:00,2025-10-08 13:51:00+00:00,2025-10-08,2025-10,QQQ,Engulfing_Bar_V056,LONG,SCALP,A+,606.41,606.9205225000001,604.4920900000001,607.7141787999999,164.0,17.0,0.02,-38.20430999998477,1000.0,-0.038204309999984774,2,-0.038204309999984774,-0.07139362199997695,loss,SL,ny,ny_open,1.0,A+,"{'A_plus': 0.5, 'A': 0.01, 'B': 0.0}",0-1,,,,,,,0.5161868909386075,-0.14599225198262086,fixed_rr,,
89a46279-f0c3-4414-8832-05630c2a7423,2025-10-08 13:39:00+00:00,2025-10-08 14:10:00+00:00,2025-10-08,2025-10,QQQ,Engulfing_Bar_V056,LONG,SCALP,B,606.99,608.6889732,604.4915100000001,608.6889732,82.0,31.0,0.02,77.2258023999963,1000.0,0.0772258023999963,2,0.0772258023999963,0.005832180400019343,win,TP1,ny,ny_open,0.0,B,"{'A_plus': 0.5, 'A': 0.01, 'B': 0.0}",0-1,,,,,,,0.7484520650473062,-0.31619097935152046,fixed_rr,,
5bdcda0d-bec4-420b-86dd-4d7928542bba,2025-10-09 14:59:00+00:00,2025-10-09 15:35:00+00:00,2025-10-09,2025-10,QQQ,Engulfing_Bar_V056,LONG,SCALP,A+,609.63,608.41074,608.41074,610.4590968,164.0,36.0,0.02,-322.3486399999939,1000.0,-0.3223486399999939,2,-0.3223486399999939,-0.31651645959997454,loss,SL,ny,ny_open,1.0,A+,"{'A_plus': 0.5, 'A': 0.01, 'B': 0.0}",0-1,611.61,609.8,1.8100000000000591,SHORT,15.0,2025-10-09,0.45109328609154015,-1.0580187982874882,fixed_rr,,
06d5e4fc-a47a-4527-acd7-a62fd4ff4cf5,2025-10-09 14:59:00+00:00,2025-10-09 15:35:00+00:00,2025-10-09,2025-10,SPY,Engulfing_Bar_V056,LONG,SCALP,A+,671.355,670.01229,670.01229,672.2680428,148.0,36.0,0.02,-320.3710800000016,1000.0,-0.3203710800000016,2,-0.3203710800000016,-0.6368875395999761,loss,SL,ny,ny_open,1.0,A+,"{'A_plus': 0.5, 'A': 0.01, 'B': 0.0}",0-1,673.94,672.66,1.2800000000000864,SHORT,15.0,2025-10-09,0.3694021791749349,-1.016600755189131,fixed_rr,,
f3ac67ab-000c-4205-8cb1-6d0620f0929b,2025-10-10 13:34:00+00:00,2025-10-10 13:38:00+00:00,2025-10-10,2025-10,QQQ,Engulfing_Bar_V056,LONG,SCALP,A+,611.78,612.8148103999999,610.25822,612.8148103999999,161.0,4.0,0.02,45.77447439999507,1000.0,0.045774474399995074,2,0.045774474399995074,-0.5911130651999811,win,TP1,ny,ny_open,1.0,A+,"{'A_plus': 0.5, 'A': 0.01, 'B': 0.0}",0-1,,,,,,,0.7425514857601321,-0.1314250417274127,fixed_rr,,
86a8b8b5-e5e0-43df-8a3a-632ce3101875,2025-10-10 13:34:00+00:00,2025-10-10 15:34:00+00:00,2025-10-10,2025-10,SPY,Engulfing_Bar_V056,LONG,SCALP,A+,672.49,660.62,659.0402,681.635864,74.0,120.0,0.02,-939.8300000000004,1000.0,-0.9398300000000004,2,-0.9398300000000004,-1.5309430651999816,loss,time_stop,ny,ny_open,1.0,A+,"{'A_plus': 0.5, 'A': 0.01, 'B': 0.0}",0-1,,,,,,,0.10855180002676905,-0.9583785632500115,fixed_rr,,
