trade_id,timestamp_entry,timestamp_exit,date,month,symbol,playbook,direction,trade_type,quality,entry_price,exit_price,stop_loss,take_profit_1,position_size,duration_minutes,risk_pct,pnl_dollars,risk_dollars,r_multiple,risk_tier,pnl_R_account,cumulative_R,outcome,exit_reason,session_label,killzone_label,match_score,match_grade,grade_thresholds,score_scale_hint,mc_high,mc_low,mc_range,mc_breakout_dir,mc_window_minutes,mc_session_date
bb069f23-24d7-4696-918b-8618b39298a1,2025-11-03 14:34:00+00:00,2025-11-03 15:04:00+00:00,2025-11-03,2025-11,QQQ,Liquidity_Sweep_Scalp,LONG,SCALP,C,635.06,632.13,631.8847,639.82295,78.0,30.0,0.02,-290.0999999999961,2000.0,-0.14504999999999804,2,-0.2900999999999961,-0.2900999999999961,loss,time_stop,ny,ny_open,0.55,C,"{'A_plus': 0.8, 'A': 0.7, 'B': 0.6}",0-1,,,,,,
0e736ec5-5b02-4ea0-9b44-7ebbf49c1545,2025-11-03 14:39:00+00:00,2025-11-03 15:09:00+00:00,2025-11-03,2025-11,QQQ,Liquidity_Sweep_Scalp,LONG,SCALP,C,633.68,632.43,630.5115999999999,638.4326,78.0,30.0,0.02,-159.0,2000.0,-0.0795,2,-0.159,-0.44909999999999606,loss,time_stop,ny,ny_open,0.55,C,"{'A_plus': 0.8, 'A': 0.7, 'B': 0.6}",0-1,,,,,,
2739d143-c6d4-4668-a480-8bb8d42bfb39,2025-11-03 14:49:00+00:00,2025-11-03 15:19:00+00:00,2025-11-03,2025-11,SPY,Liquidity_Sweep_Scalp,SHORT,SCALP,C,683.15,682.0448,686.5657499999999,678.0263750000001,73.0,30.0,0.02,18.62959999999766,2000.0,0.009314799999998829,2,0.018629599999997658,-0.4304703999999984,win,time_stop,ny,ny_open,0.55,C,"{'A_plus': 0.8, 'A': 0.7, 'B': 0.6}",0-1,685.8,683.0,2.7999999999999545,NONE,15.0,2025-11-03
45d0d16b-a896-49c1-871f-1c8c8e800ee7,2025-11-03 14:54:00+00:00,2025-11-03 15:24:00+00:00,2025-11-03,2025-11,SPY,Liquidity_Sweep_Scalp,SHORT,SCALP,C,682.505,681.57,685.917525,677.3862125,73.0,30.0,0.02,6.244999999996011,2000.0,0.0031224999999980058,2,0.0062449999999960116,-0.4242254000000024,win,time_stop,ny,ny_open,0.55,C,"{'A_plus': 0.8, 'A': 0.7, 'B': 0.6}",0-1,685.8,683.0,2.7999999999999545,SHORT,15.0,2025-11-03
4e3f7dd4-5914-4568-89ed-ec69ccf37273,2025-11-03 15:04:00+00:00,2025-11-03 15:34:00+00:00,2025-11-03,2025-11,SPY,Liquidity_Sweep_Scalp,SHORT,SCALP,C,682.11,680.36,682.11,676.994175,73.0,30.0,0.02,65.81,2000.0,0.032905000000000004,2,0.06581000000000001,-0.3584154000000024,win,time_stop,ny,ny_open,0.55,C,"{'A_plus': 0.8, 'A': 0.7, 'B': 0.6}",0-1,685.8,683.0,2.7999999999999545,SHORT,15.0,2025-11-03
e0edabfc-474c-4756-8217-5d98e15edf05,2025-11-03 15:04:00+00:00,2025-11-03 15:34:00+00:00,2025-11-03,2025-11,QQQ,Liquidity_Sweep_Scalp,SHORT,SCALP,C,632.13,630.19,632.13,627.3890250000002,79.0,30.0,0.02,91.15999999999534,2000.0,0.04557999999999767,2,0.09115999999999534,-0.267255400000007,win,time_stop,ny,ny_open,0.55,C,"{'A_plus': 0.8, 'A': 0.7, 'B': 0.6}",0-1,635.82,633.175,2.6450000000000955,SHORT,15.0,2025-11-03
101cb6d4-8866-4736-8701-45cfd70fca8d,2025-11-03 15:09:00+00:00,2025-11-03 15:39:00+00:00,2025-11-03,2025-11,QQQ,Liquidity_Sweep_Scalp,SHORT,SCALP,C,632.43,631.28,632.43,627.6867750000001,78.0,30.0,0.02,28.309999999998226,1000.0,0.028309999999998225,2,0.028309999999998225,-0.2389454000000088,win,time_stop,ny,ny_open,0.55,C,"{'A_plus': 0.8, 'A': 0.7, 'B': 0.6}",0-1,635.82,633.175,2.6450000000000955,SHORT,15.0,2025-11-03
95735e23-d358-47ec-9819-bd362f9a21b0,2025-11-03 15:14:00+00:00,2025-11-03 15:44:00+00:00,2025-11-03,2025-11,QQQ,Liquidity_Sweep_Scalp,SHORT,SCALP,C,632.4901,631.64,632.4901,627.74642425,78.0,30.0,0.02,4.887799999999814,1000.0,0.004887799999999814,2,0.004887799999999814,-0.234057600000009,win,time_stop,ny,ny_open,0.55,C,"{'A_plus': 0.8, 'A': 0.7, 'B': 0.6}",0-1,635.82,633.175,2.6450000000000955,SHORT,15.0,2025-11-03
3adf1a7e-0207-4ca5-93ef-c9a9d4bb1b19,2025-11-03 15:24:00+00:00,2025-11-03 15:44:00+00:00,2025-11-03,2025-11,QQQ,Liquidity_Sweep_Scalp,SHORT,SCALP,C,631.59,631.59,631.59,626.8530750000002,78.0,20.0,0.02,-61.379999999999995,1000.0,-0.06138,2,-0.06138,-0.295437600000009,loss,SL,ny,ny_open,0.55,C,"{'A_plus': 0.8, 'A': 0.7, 'B': 0.6}",0-1,635.82,633.175,2.6450000000000955,SHORT,15.0,2025-11-03
ec41db45-99f8-4b37-b285-05a08c711650,2025-11-03 15:19:00+00:00,2025-11-03 15:49:00+00:00,2025-11-03,2025-11,QQQ,Liquidity_Sweep_Scalp,SHORT,SCALP,C,632.1,630.845,632.1,627.3592500000001,78.0,30.0,0.02,36.529999999999646,1000.0,0.036529999999999646,2,0.036529999999999646,-0.25890760000000934,win,time_stop,ny,ny_open,0.55,C,"{'A_plus': 0.8, 'A': 0.7, 'B': 0.6}",0-1,635.82,633.175,2.6450000000000955,SHORT,15.0,2025-11-03
9b4aa0c4-06f6-4cd1-a9bc-dc41ad106641,2025-11-03 15:29:00+00:00,2025-11-03 15:59:00+00:00,2025-11-03,2025-11,SPY,Liquidity_Sweep_Scalp,LONG,SCALP,C,680.46,682.375,680.46,685.56345,72.0,30.0,0.02,76.73999999999738,1000.0,0.07673999999999738,2,0.07673999999999738,-0.18216760000001198,win,time_stop,ny,ny_open,0.55,C,"{'A_plus': 0.8, 'A': 0.7, 'B': 0.6}",0-1,685.8,683.0,2.7999999999999545,SHORT,15.0,2025-11-03
f5b9f449-d198-4e3e-b5ab-3dcd0774d73f,2025-11-03 15:44:00+00:00,2025-11-03 16:14:00+00:00,2025-11-03,2025-11,QQQ,Liquidity_Sweep_Scalp,LONG,SCALP,C,631.64,631.42,628.4818,636.3772999999999,78.0,30.0,0.02,-78.54000000000212,1000.0,-0.07854000000000212,2,-0.07854000000000212,-0.2607076000000141,loss,time_stop,ny,ny_open,0.55,C,"{'A_plus': 0.8, 'A': 0.7, 'B': 0.6}",0-1,635.82,633.175,2.6450000000000955,SHORT,15.0,2025-11-03
1edf5139-014b-429c-b698-c7b90a6960a5,2025-11-03 15:54:00+00:00,2025-11-03 16:24:00+00:00,2025-11-03,2025-11,QQQ,Liquidity_Sweep_Scalp,LONG,SCALP,C,631.225,631.48,628.068875,635.9591875,78.0,30.0,0.02,-41.470000000000354,1000.0,-0.041470000000000354,2,-0.041470000000000354,-0.3021776000000144,loss,time_stop,ny,ny_open,0.55,C,"{'A_plus': 0.8, 'A': 0.7, 'B': 0.6}",0-1,635.82,633.175,2.6450000000000955,SHORT,15.0,2025-11-03
